waktu,id,username,teks,tweet_casefolding,tweet_cleansing,tweet_token,tweet_stopword,tweet_normalization,tweet_stemming,clean_data,polarity_score,polarity
########,1.55e+18,Tribun Medan,"Lowongan Kerja Medan, Alfamart Buka Loker Store Crew untuk Penyandang Disabilitas\n \nhttps://t.co/JCk7N4er5g via @tribunmedan","lowongan kerja medan, alfamart buka loker store crew untuk penyandang disabilitas\n \nhttps://t.co/jck7n4er5g via @tribunmedan",lowongan kerja medan alfamart buka loker store crew untuk penyandang disabilitas via,"['lowongan', 'kerja', 'medan', 'alfamart', 'buka', 'loker', 'store', 'crew', 'untuk', 'penyandang', 'disabilitas', 'via']","['lowongan', 'medan', 'alfamart', 'buka', 'loker', 'store', 'crew', 'penyandang', 'disabilitas', 'via']","['lowongan', 'medan', 'alfamart', 'buka', 'lowongan kerja', 'store', 'crew', 'penyandang', 'disabilitas', 'via']","['lowong', 'medan', 'alfamart', 'buka', 'lowong kerja', 'store', 'crew', 'sandang', 'disabilitas', 'via']",lowong medan alfamart buka lowong kerja store crew sandang disabilitas via,0,1
########,1.55e+18,topcareer.id,Kemnaker Rampungkan Pembahasan Pengembangan SDM dan Kesempatan Kerja untuk Disabilitas https://t.co/S0WNiPkcRS,kemnaker rampungkan pembahasan pengembangan sdm dan kesempatan kerja untuk disabilitas https://t.co/s0wnipkcrs,kemnaker rampungkan pembahasan pengembangan sdm dan kesempatan kerja untuk disabilitas,"['kemnaker', 'rampungkan', 'pembahasan', 'pengembangan', 'sdm', 'dan', 'kesempatan', 'kerja', 'untuk', 'disabilitas']","['kemnaker', 'rampungkan', 'pembahasan', 'pengembangan', 'sdm', 'kesempatan', 'disabilitas']","['kemnaker', 'rampungkan', 'pembahasan', 'pengembangan', 'sdm', 'kesempatan', 'disabilitas']","['kemnaker', 'rampung', 'bahas', 'kembang', 'sdm', 'sempat', 'disabilitas']",kemnaker rampung bahas kembang sdm sempat disabilitas,8,1
########,1.55e+18,urbanbogorcom,Kesempatan Kerja di Sektor Formal Bagi Disabilitas Bisa Dicapai Dengan Pelatihan Ini https://t.co/ywqkPeQBx0,kesempatan kerja di sektor formal bagi disabilitas bisa dicapai dengan pelatihan ini https://t.co/ywqkpeqbx0,kesempatan kerja di sektor formal bagi disabilitas bisa dicapai dengan pelatihan ini,"['kesempatan', 'kerja', 'di', 'sektor', 'formal', 'bagi', 'disabilitas', 'bisa', 'dicapai', 'dengan', 'pelatihan', 'ini']","['kesempatan', 'sektor', 'formal', 'disabilitas', 'dicapai', 'pelatihan']","['kesempatan', 'sektor', 'formal', 'disabilitas', 'dicapai', 'pelatihan']","['sempat', 'sektor', 'formal', 'disabilitas', 'capai', 'latih']",sempat sektor formal disabilitas capai latih,-2,0
########,1.55e+18,Kementerian Ketenagakerjaan RI,"Di hari ketiga penyusunan draf para Menteri Ketenagakerjaan, peserta forum telah menyelesaikan pembahasan dua Annex. Annex I yaitu dokumen tambahan tentang output yang konkrit terkait isu pasar kerja inklusif dan afirmasi pekerjaan yang layak bagi penyandang disabilitas","di hari ketiga penyusunan draf para menteri ketenagakerjaan, peserta forum telah menyelesaikan pembahasan dua annex. annex i yaitu dokumen tambahan tentang output yang konkrit terkait isu pasar kerja inklusif dan afirmasi pekerjaan yang layak bagi penyandang disabilitas",di hari ketiga penyusunan draf para menteri ketenagakerjaan peserta forum telah menyelesaikan pembahasan dua annex annex yaitu dokumen tambahan tentang output yang konkrit terkait isu pasar kerja inklusif dan afirmasi pekerjaan yang layak bagi penyandang disabilitas,"['di', 'hari', 'ketiga', 'penyusunan', 'draf', 'para', 'menteri', 'ketenagakerjaan', 'peserta', 'forum', 'telah', 'menyelesaikan', 'pembahasan', 'dua', 'annex', 'annex', 'yaitu', 'dokumen', 'tambahan', 'tentang', 'output', 'yang', 'konkrit', 'terkait', 'isu', 'pasar', 'kerja', 'inklusif', 'dan', 'afirmasi', 'pekerjaan', 'yang', 'layak', 'bagi', 'penyandang', 'disabilitas']","['ketiga', 'penyusunan', 'draf', 'menteri', 'ketenagakerjaan', 'peserta', 'forum', 'menyelesaikan', 'pembahasan', 'annex', 'annex', 'dokumen', 'tambahan', 'output', 'konkrit', 'terkait', 'isu', 'pasar', 'inklusif', 'afirmasi', 'pekerjaan', 'layak', 'penyandang', 'disabilitas']","['ketiga', 'penyusunan', 'draf', 'menteri', 'tenaga kerja', 'peserta', 'forum', 'menyelesaikan', 'pembahasan', 'annex', 'annex', 'dokumen', 'tambahan', 'output', 'konkrit', 'terkait', 'isu', 'pasar', 'inklusif', 'afirmasi', 'pekerjaan', 'layak', 'penyandang', 'disabilitas']","['tiga', 'susun', 'draf', 'menteri', 'tenaga kerja', 'serta', 'forum', 'selesai', 'bahas', 'annex', 'annex', 'dokumen', 'tambah', 'output', 'konkrit', 'kait', 'isu', 'pasar', 'inklusif', 'afirmasi', 'kerja', 'layak', 'sandang', 'disabilitas']",tiga susun draf menteri tenaga kerja serta forum selesai bahas annex annex dokumen tambah output konkrit kait isu pasar inklusif afirmasi kerja layak sandang disabilitas,9,1
########,1.55e+18,topcareer.id,Kemnaker Bahas Penyediaan Pasar Kerja untuk Kelompok Disabilitas https://t.co/VMbPubxu7H,kemnaker bahas penyediaan pasar kerja untuk kelompok disabilitas https://t.co/vmbpubxu7h,kemnaker bahas penyediaan pasar kerja untuk kelompok disabilitas,"['kemnaker', 'bahas', 'penyediaan', 'pasar', 'kerja', 'untuk', 'kelompok', 'disabilitas']","['kemnaker', 'bahas', 'penyediaan', 'pasar', 'kelompok', 'disabilitas']","['kemnaker', 'bahas', 'penyediaan', 'pasar', 'kelompok', 'disabilitas']","['kemnaker', 'bahas', 'sedia', 'pasar', 'kelompok', 'disabilitas']",kemnaker bahas sedia pasar kelompok disabilitas,-1,0
########,1.55e+18,Sailormoon Ã°Å¸Å’â„¢Ã°Å¸Å’â„¢Ã°Å¸Å’â„¢,Nurul Mutiara R A: Rehabilitasi Sosial untuk OYPMK dan Disabilitas Si... https://naramutiara.com/2022/07/rehabilitasi-sosial-untuk-oypmk-dan-disabilitas.html Seperti apa platform Kerjabilitas dalam memberdayakan kaum disabilitas yang siap kerja?,nurul mutiara r a: rehabilitasi sosial untuk oypmk dan disabilitas si... https://naramutiara.com/2022/07/rehabilitasi-sosial-untuk-oypmk-dan-disabilitas.html seperti apa platform kerjabilitas dalam memberdayakan kaum disabilitas yang siap kerja?,nurul mutiara rehabilitasi sosial untuk oypmk dan disabilitas si seperti apa platform kerjabilitas dalam memberdayakan kaum disabilitas yang siap kerja,"['nurul', 'mutiara', 'rehabilitasi', 'sosial', 'untuk', 'oypmk', 'dan', 'disabilitas', 'si', 'seperti', 'apa', 'platform', 'kerjabilitas', 'dalam', 'memberdayakan', 'kaum', 'disabilitas', 'yang', 'siap', 'kerja']","['nurul', 'mutiara', 'rehabilitasi', 'sosial', 'oypmk', 'disabilitas', 'platform', 'kerjabilitas', 'memberdayakan', 'kaum', 'disabilitas']","['nurul', 'mutiara', 'rehabilitasi', 'sosial', 'oypmk', 'disabilitas', 'platform', 'kerjabilitas', 'memberdayakan', 'kaum', 'disabilitas']","['nurul', 'mutiara', 'rehabilitasi', 'sosial', 'oypmk', 'disabilitas', 'platform', 'kerjabilitas', 'daya', 'kaum', 'disabilitas']",nurul mutiara rehabilitasi sosial oypmk disabilitas platform kerjabilitas daya kaum disabilitas,4,1
########,1.55e+18,Indonesiaku,Kekerasan dan Pelecehan Seksual dalam Dunia Kerja Kerap Dialami Penyandang Disabilitas https://t.co/fGkPBLWHhh,kekerasan dan pelecehan seksual dalam dunia kerja kerap dialami penyandang disabilitas https://t.co/fgkpblwhhh,kekerasan dan pelecehan seksual dalam dunia kerja kerap dialami penyandang disabilitas,"['kekerasan', 'dan', 'pelecehan', 'seksual', 'dalam', 'dunia', 'kerja', 'kerap', 'dialami', 'penyandang', 'disabilitas']","['kekerasan', 'pelecehan', 'seksual', 'dunia', 'kerap', 'dialami', 'penyandang', 'disabilitas']","['kekerasan', 'pelecehan', 'seksual', 'dunia', 'kerap', 'dialami', 'penyandang', 'disabilitas']","['keras', 'leceh', 'seksual', 'dunia', 'kerap', 'alami', 'sandang', 'disabilitas']",keras leceh seksual dunia kerap alami sandang disabilitas,-7,0
########,1.55e+18,Nawacita.co,Kekerasan dan Pelecehan Seksual dalam Dunia Kerja Kerap Dialami Penyandang Disabilitas https://t.co/Kg2iuzIElK,kekerasan dan pelecehan seksual dalam dunia kerja kerap dialami penyandang disabilitas https://t.co/kg2iuzielk,kekerasan dan pelecehan seksual dalam dunia kerja kerap dialami penyandang disabilitas,"['kekerasan', 'dan', 'pelecehan', 'seksual', 'dalam', 'dunia', 'kerja', 'kerap', 'dialami', 'penyandang', 'disabilitas']","['kekerasan', 'pelecehan', 'seksual', 'dunia', 'kerap', 'dialami', 'penyandang', 'disabilitas']","['kekerasan', 'pelecehan', 'seksual', 'dunia', 'kerap', 'dialami', 'penyandang', 'disabilitas']","['keras', 'leceh', 'seksual', 'dunia', 'kerap', 'alami', 'sandang', 'disabilitas']",keras leceh seksual dunia kerap alami sandang disabilitas,-7,0
########,1.55e+18,nawacita,Kekerasan dan Pelecehan Seksual dalam Dunia Kerja Kerap Dialami Penyandang Disabilitas https://t.co/v8zLrKL2Q3,kekerasan dan pelecehan seksual dalam dunia kerja kerap dialami penyandang disabilitas https://t.co/v8zlrkl2q3,kekerasan dan pelecehan seksual dalam dunia kerja kerap dialami penyandang disabilitas,"['kekerasan', 'dan', 'pelecehan', 'seksual', 'dalam', 'dunia', 'kerja', 'kerap', 'dialami', 'penyandang', 'disabilitas']","['kekerasan', 'pelecehan', 'seksual', 'dunia', 'kerap', 'dialami', 'penyandang', 'disabilitas']","['kekerasan', 'pelecehan', 'seksual', 'dunia', 'kerap', 'dialami', 'penyandang', 'disabilitas']","['keras', 'leceh', 'seksual', 'dunia', 'kerap', 'alami', 'sandang', 'disabilitas']",keras leceh seksual dunia kerap alami sandang disabilitas,-7,0
########,1.55e+18,JakÃ°Å¸Å½Å¾Shared,"Langkah kerja @aniesbaswedan bersama jajaran DINAS PPAPP @DKIJakarta kolaborasi yg kompak membuahkan hasil kini diGanjar anugerah KPAI, ada 4 unsur perlindungan dan kesetaraan anak2, lansia, ibu hamil dan penyandang disabilitas.","langkah kerja @aniesbaswedan bersama jajaran dinas ppapp @dkijakarta kolaborasi yg kompak membuahkan hasil kini diganjar anugerah kpai, ada 4 unsur perlindungan dan kesetaraan anak2, lansia, ibu hamil dan penyandang disabilitas.",langkah kerja bersama jajaran dinas ppapp kolaborasi yg kompak membuahkan hasil kini diganjar anugerah kpai ada unsur perlindungan dan kesetaraan anak lansia ibu hamil dan penyandang disabilitas,"['langkah', 'kerja', 'bersama', 'jajaran', 'dinas', 'ppapp', 'kolaborasi', 'yg', 'kompak', 'membuahkan', 'hasil', 'kini', 'diganjar', 'anugerah', 'kpai', 'ada', 'unsur', 'perlindungan', 'dan', 'kesetaraan', 'anak', 'lansia', 'ibu', 'hamil', 'dan', 'penyandang', 'disabilitas']","['langkah', 'jajaran', 'dinas', 'ppapp', 'kolaborasi', 'kompak', 'membuahkan', 'hasil', 'diganjar', 'anugerah', 'kpai', 'unsur', 'perlindungan', 'kesetaraan', 'anak', 'lansia', 'hamil', 'penyandang', 'disabilitas']","['langkah', 'jajaran', 'dinas', 'ppapp', 'kolaborasi', 'kompak', 'membuahkan', 'hasil', 'diganjar', 'anugerah', 'kpai', 'unsur', 'perlindungan', 'kesetaraan', 'anak', 'lansia', 'hamil', 'penyandang', 'disabilitas']","['langkah', 'jajar', 'dinas', 'ppapp', 'kolaborasi', 'kompak', 'buah', 'hasil', 'ganjar', 'anugerah', 'kpai', 'unsur', 'lindung', 'tara', 'anak', 'lansia', 'hamil', 'sandang', 'disabilitas']",langkah jajar dinas ppapp kolaborasi kompak buah hasil ganjar anugerah kpai unsur lindung tara anak lansia hamil sandang disabilitas,16,1
########,1.55e+18,Kementerian Ketenagakerjaan RI,"Setiap negara G20 akan menyepakati dalam pertemuan-pertemuan G20 mendatang, untuk melaporkan inisiatif kebijakan yang dilakukan dalam mendorong pasar kerja yang terbuka untuk para penyandang disabilitas.","setiap negara g20 akan menyepakati dalam pertemuan-pertemuan g20 mendatang, untuk melaporkan inisiatif kebijakan yang dilakukan dalam mendorong pasar kerja yang terbuka untuk para penyandang disabilitas.",setiap negara akan menyepakati dalam pertemuanpertemuan mendatang untuk melaporkan inisiatif kebijakan yang dilakukan dalam mendorong pasar kerja yang terbuka untuk para penyandang disabilitas,"['setiap', 'negara', 'akan', 'menyepakati', 'dalam', 'pertemuanpertemuan', 'mendatang', 'untuk', 'melaporkan', 'inisiatif', 'kebijakan', 'yang', 'dilakukan', 'dalam', 'mendorong', 'pasar', 'kerja', 'yang', 'terbuka', 'untuk', 'para', 'penyandang', 'disabilitas']","['negara', 'menyepakati', 'pertemuanpertemuan', 'melaporkan', 'inisiatif', 'kebijakan', 'mendorong', 'pasar', 'terbuka', 'penyandang', 'disabilitas']","['negara', 'menyepakati', 'pertemuan', 'melaporkan', 'inisiatif', 'kebijakan', 'mendorong', 'pasar', 'terbuka', 'penyandang', 'disabilitas']","['negara', 'pakat', 'temu', 'lapor', 'inisiatif', 'bijak', 'dorong', 'pasar', 'buka', 'sandang', 'disabilitas']",negara pakat temu lapor inisiatif bijak dorong pasar buka sandang disabilitas,7,1
########,1.55e+18,Kementerian Ketenagakerjaan RI,"Sidang hari kedua G20 EWG Keempat, fokus terkait Annex. Terutama untuk menyediakan pasar kerja yang inklusif kepada kelompok disabilitas. Banyak pernyataan dan komitmen yang memberikan dukungan kepada penyandang disabilitas terdampak COVID-19","sidang hari kedua g20 ewg keempat, fokus terkait annex. terutama untuk menyediakan pasar kerja yang inklusif kepada kelompok disabilitas. banyak pernyataan dan komitmen yang memberikan dukungan kepada penyandang disabilitas terdampak covid-19",sidang hari kedua ewg keempat fokus terkait annex terutama untuk menyediakan pasar kerja yang inklusif kepada kelompok disabilitas banyak pernyataan dan komitmen yang memberikan dukungan kepada penyandang disabilitas terdampak covid,"['sidang', 'hari', 'kedua', 'ewg', 'keempat', 'fokus', 'terkait', 'annex', 'terutama', 'untuk', 'menyediakan', 'pasar', 'kerja', 'yang', 'inklusif', 'kepada', 'kelompok', 'disabilitas', 'banyak', 'pernyataan', 'dan', 'komitmen', 'yang', 'memberikan', 'dukungan', 'kepada', 'penyandang', 'disabilitas', 'terdampak', 'covid']","['sidang', 'keempat', 'fokus', 'terkait', 'annex', 'menyediakan', 'pasar', 'inklusif', 'kelompok', 'disabilitas', 'pernyataan', 'komitmen', 'dukungan', 'penyandang', 'disabilitas', 'terdampak', 'covid']","['sidang', 'keempat', 'fokus', 'terkait', 'annex', 'menyediakan', 'pasar', 'inklusif', 'kelompok', 'disabilitas', 'pernyataan', 'komitmen', 'dukungan', 'penyandang', 'disabilitas', 'terdampak', 'covid']","['sidang', 'empat', 'fokus', 'kait', 'annex', 'sedia', 'pasar', 'inklusif', 'kelompok', 'disabilitas', 'nyata', 'komitmen', 'dukung', 'sandang', 'disabilitas', 'dampak', 'covid']",sidang empat fokus kait annex sedia pasar inklusif kelompok disabilitas nyata komitmen dukung sandang disabilitas dampak covid,2,1
########,1.55e+18,Kementerian Ketenagakerjaan RI,"Pertemuan Keempat Kelompok Kerja Bidang Ketenagakerjaan G20 The Fourth Employment Working Group (EWG), telah membahas draf deklarasi Menteri Ketenagakerjaan/Perburuhan dan memasuki pembahasan awal Annex terkait pasar kerja inklusif dan penyandang disabilitas","pertemuan keempat kelompok kerja bidang ketenagakerjaan g20 the fourth employment working group (ewg), telah membahas draf deklarasi menteri ketenagakerjaan/perburuhan dan memasuki pembahasan awal annex terkait pasar kerja inklusif dan penyandang disabilitas",pertemuan keempat kelompok kerja bidang ketenagakerjaan the fourth employment working group ewg telah membahas draf deklarasi menteri ketenagakerjaanperburuhan dan memasuki pembahasan awal annex terkait pasar kerja inklusif dan penyandang disabilitas,"['pertemuan', 'keempat', 'kelompok', 'kerja', 'bidang', 'ketenagakerjaan', 'the', 'fourth', 'employment', 'working', 'group', 'ewg', 'telah', 'membahas', 'draf', 'deklarasi', 'menteri', 'ketenagakerjaanperburuhan', 'dan', 'memasuki', 'pembahasan', 'awal', 'annex', 'terkait', 'pasar', 'kerja', 'inklusif', 'dan', 'penyandang', 'disabilitas']","['pertemuan', 'keempat', 'kelompok', 'bidang', 'ketenagakerjaan', 'fourth', 'employment', 'working', 'group', 'membahas', 'draf', 'deklarasi', 'menteri', 'ketenagakerjaanperburuhan', 'memasuki', 'pembahasan', 'annex', 'terkait', 'pasar', 'inklusif', 'penyandang', 'disabilitas']","['pertemuan', 'keempat', 'kelompok', 'bidang', 'tenaga kerja', 'fourth', 'employment', 'working', 'group', 'membahas', 'draf', 'deklarasi', 'menteri', 'ketenagakerjaanperburuhan', 'memasuki', 'pembahasan', 'annex', 'terkait', 'pasar', 'inklusif', 'penyandang', 'disabilitas']","['temu', 'empat', 'kelompok', 'bidang', 'tenaga kerja', 'fourth', 'employment', 'working', 'group', 'bahas', 'draf', 'deklarasi', 'menteri', 'ketenagakerjaanperburuhan', 'pasuk', 'bahas', 'annex', 'kait', 'pasar', 'inklusif', 'sandang', 'disabilitas']",temu empat kelompok bidang tenaga kerja fourth employment working group bahas draf deklarasi menteri ketenagakerjaanperburuhan pasuk bahas annex kait pasar inklusif sandang disabilitas,0,1
########,1.55e+18,carilokermedan,Lowongan Kerja Tamatan SMA/SMK/Sederajat Untuk Posisi: Store Crew / Helper [Khusus Penyandang Disabilitas] Di PT. Sumber Alfaria Trijaya (Alfamart) Penempatan: Medan Juli 2022,lowongan kerja tamatan sma/smk/sederajat untuk posisi: store crew / helper [khusus penyandang disabilitas] di pt. sumber alfaria trijaya (alfamart) penempatan: medan juli 2022,lowongan kerja tamatan smasmksederajat untuk posisi store crew helper khusus penyandang disabilitas di pt sumber alfaria trijaya alfamart penempatan medan juli,"['lowongan', 'kerja', 'tamatan', 'smasmksederajat', 'untuk', 'posisi', 'store', 'crew', 'helper', 'khusus', 'penyandang', 'disabilitas', 'di', 'pt', 'sumber', 'alfaria', 'trijaya', 'alfamart', 'penempatan', 'medan', 'juli']","['lowongan', 'tamatan', 'smasmksederajat', 'posisi', 'store', 'crew', 'helper', 'penyandang', 'disabilitas', 'sumber', 'alfaria', 'trijaya', 'alfamart', 'penempatan', 'medan', 'juli']","['lowongan', 'tamatan', 'sma smk sederajat', 'posisi', 'store', 'crew', 'penolong', 'penyandang', 'disabilitas', 'sumber', 'alfaria', 'trijaya', 'alfamart', 'penempatan', 'medan', 'juli']","['lowong', 'tamat', 'sma smk derajat', 'posisi', 'store', 'crew', 'tolong', 'sandang', 'disabilitas', 'sumber', 'alfaria', 'trijaya', 'alfamart', 'tempat', 'medan', 'juli']",lowong tamat sma smk derajat posisi store crew tolong sandang disabilitas sumber alfaria trijaya alfamart tempat medan juli,-3,0
########,1.55e+18,Makassar Fess,tabe ada yang punya kenalan/keluarga yg kerja di SLB? atau kenalan yg (maaf) disabilitas dan kerja di suatu tempat? makasihhh,tabe ada yang punya kenalan/keluarga yg kerja di slb? atau kenalan yg (maaf) disabilitas dan kerja di suatu tempat? makasihhh,tabe ada yang punya kenalankeluarga yg kerja di slb atau kenalan yg maaf disabilitas dan kerja di suatu tempat makasihhh,"['tabe', 'ada', 'yang', 'punya', 'kenalankeluarga', 'yg', 'kerja', 'di', 'slb', 'atau', 'kenalan', 'yg', 'maaf', 'disabilitas', 'dan', 'kerja', 'di', 'suatu', 'tempat', 'makasihhh']","['tabe', 'kenalankeluarga', 'slb', 'kenalan', 'maaf', 'disabilitas', 'makasihhh']","['tabe', 'kenalan keluarga', 'slb', 'kenalan', 'maaf', 'disabilitas', 'makasihhh']","['tabe', 'kenal keluarga', 'slb', 'kenal', 'maaf', 'disabilitas', 'makasihhh']",tabe kenal keluarga slb kenal maaf disabilitas makasihhh,8,1
########,1.55e+18,Kementerian Ketenagakerjaan RI,Diharapkan pada pertemuan keempat ini dapat menyelesaikan output yang konkrit terkait isu pasar kerja inklusif dan afirmasi pekerjaan yang layak bagi penyandang disabilitas,diharapkan pada pertemuan keempat ini dapat menyelesaikan output yang konkrit terkait isu pasar kerja inklusif dan afirmasi pekerjaan yang layak bagi penyandang disabilitas,diharapkan pada pertemuan keempat ini dapat menyelesaikan output yang konkrit terkait isu pasar kerja inklusif dan afirmasi pekerjaan yang layak bagi penyandang disabilitas,"['diharapkan', 'pada', 'pertemuan', 'keempat', 'ini', 'dapat', 'menyelesaikan', 'output', 'yang', 'konkrit', 'terkait', 'isu', 'pasar', 'kerja', 'inklusif', 'dan', 'afirmasi', 'pekerjaan', 'yang', 'layak', 'bagi', 'penyandang', 'disabilitas']","['diharapkan', 'pertemuan', 'keempat', 'menyelesaikan', 'output', 'konkrit', 'terkait', 'isu', 'pasar', 'inklusif', 'afirmasi', 'pekerjaan', 'layak', 'penyandang', 'disabilitas']","['diharapkan', 'pertemuan', 'keempat', 'menyelesaikan', 'output', 'konkrit', 'terkait', 'isu', 'pasar', 'inklusif', 'afirmasi', 'pekerjaan', 'layak', 'penyandang', 'disabilitas']","['harap', 'temu', 'empat', 'selesai', 'output', 'konkrit', 'kait', 'isu', 'pasar', 'inklusif', 'afirmasi', 'kerja', 'layak', 'sandang', 'disabilitas']",harap temu empat selesai output konkrit kait isu pasar inklusif afirmasi kerja layak sandang disabilitas,2,1
########,1.55e+18,Ã¢ÂÂ¹Ã¢ÂÂ¸Vi,@minkyungsa Mau banget kak. Bukan buat aku kok. Buat anak-anak panti disabilitas tempat ku kerja,@minkyungsa mau banget kak. bukan buat aku kok. buat anak-anak panti disabilitas tempat ku kerja,mau banget kak bukan buat aku kok buat anakanak panti disabilitas tempat ku kerja,"['mau', 'banget', 'kak', 'bukan', 'buat', 'aku', 'kok', 'buat', 'anakanak', 'panti', 'disabilitas', 'tempat', 'ku', 'kerja']","['banget', 'anakanak', 'panti', 'disabilitas']","['banget', 'anakanak', 'panti', 'disabilitas']","['banget', 'anakanak', 'panti', 'disabilitas']",banget anakanak panti disabilitas,2,1
########,1.55e+18,DIFALINK,"#CeritaSukses lainnya dari salah satu teman Disabilitas fisik (daksa) pada kaki, kak Rahman, yang diterima kerja sebagai crew store di @alfamart kota Malang per tanggal 10 Mei 2022 lalu. Doakan supaya kak Rahma sukses terus yaaaa!","#ceritasukses lainnya dari salah satu teman disabilitas fisik (daksa) pada kaki, kak rahman, yang diterima kerja sebagai crew store di @alfamart kota malang per tanggal 10 mei 2022 lalu. doakan supaya kak rahma sukses terus yaaaa!",lainnya dari salah satu teman disabilitas fisik daksa pada kaki kak rahman yang diterima kerja sebagai crew store di kota malang per tanggal mei lalu doakan supaya kak rahma sukses terus yaaaa,"['lainnya', 'dari', 'salah', 'satu', 'teman', 'disabilitas', 'fisik', 'daksa', 'pada', 'kaki', 'kak', 'rahman', 'yang', 'diterima', 'kerja', 'sebagai', 'crew', 'store', 'di', 'kota', 'malang', 'per', 'tanggal', 'mei', 'lalu', 'doakan', 'supaya', 'kak', 'rahma', 'sukses', 'terus', 'yaaaa']","['salah', 'teman', 'disabilitas', 'fisik', 'daksa', 'kaki', 'rahman', 'diterima', 'crew', 'store', 'kota', 'malang', 'tanggal', 'mei', 'doakan', 'rahma', 'sukses', 'yaaaa']","['salah', 'teman', 'disabilitas', 'fisik', 'daksa', 'kaki', 'rahman', 'diterima', 'crew', 'store', 'kota', 'malang', 'tanggal', 'mei', 'doakan', 'rahma', 'sukses', 'yaaaa']","['salah', 'teman', 'disabilitas', 'fisik', 'daksa', 'kaki', 'rahman', 'terima', 'crew', 'store', 'kota', 'malang', 'tanggal', 'mei', 'doa', 'rahma', 'sukses', 'yaaaa']",salah teman disabilitas fisik daksa kaki rahman terima crew store kota malang tanggal mei doa rahma sukses yaaaa,-1,0
########,1.55e+18,POPMAMA,"Pentingnya edukasi perempuan penyandang disabilitas, dari umum sampai tempat kerja https://t.co/y8Fer2wDU0","pentingnya edukasi perempuan penyandang disabilitas, dari umum sampai tempat kerja https://t.co/y8fer2wdu0",pentingnya edukasi perempuan penyandang disabilitas dari umum sampai tempat kerja,"['pentingnya', 'edukasi', 'perempuan', 'penyandang', 'disabilitas', 'dari', 'umum', 'sampai', 'tempat', 'kerja']","['edukasi', 'perempuan', 'penyandang', 'disabilitas']","['edukasi', 'perempuan', 'penyandang', 'disabilitas']","['edukasi', 'perempuan', 'sandang', 'disabilitas']",edukasi perempuan sandang disabilitas,0,1
########,1.55e+18,The PRAKARSA,Temukan jawaban tersebut sekaligus rekomendasi yang PRAKARSA tulis pada #PolicyBrief edisi 32 “Malang Tiada Datang Tunggal: Multi Marginalisasi Penyandang Disabilitas Perempuan Pada Pasar Kerja di Indonesia” berikut.,temukan jawaban tersebut sekaligus rekomendasi yang prakarsa tulis pada #policybrief edisi 32 “malang tiada datang tunggal: multi marginalisasi penyandang disabilitas perempuan pada pasar kerja di indonesia” berikut.,temukan jawaban tersebut sekaligus rekomendasi yang prakarsa tulis pada edisi malang tiada datang tunggal multi marginalisasi penyandang disabilitas perempuan pada pasar kerja di indonesia berikut,"['temukan', 'jawaban', 'tersebut', 'sekaligus', 'rekomendasi', 'yang', 'prakarsa', 'tulis', 'pada', 'edisi', 'malang', 'tiada', 'datang', 'tunggal', 'multi', 'marginalisasi', 'penyandang', 'disabilitas', 'perempuan', 'pada', 'pasar', 'kerja', 'di', 'indonesia', 'berikut']","['temukan', 'rekomendasi', 'prakarsa', 'tulis', 'edisi', 'malang', 'tiada', 'tunggal', 'multi', 'marginalisasi', 'penyandang', 'disabilitas', 'perempuan', 'pasar', 'indonesia']","['temukan', 'rekomendasi', 'prakarsa', 'tulis', 'edisi', 'malang', 'tiada', 'tunggal', 'multi', 'marginalisasi', 'penyandang', 'disabilitas', 'perempuan', 'pasar', 'indonesia']","['temu', 'rekomendasi', 'prakarsa', 'tulis', 'edisi', 'malang', 'tiada', 'tunggal', 'multi', 'marginalisasi', 'sandang', 'disabilitas', 'perempuan', 'pasar', 'indonesia']",temu rekomendasi prakarsa tulis edisi malang tiada tunggal multi marginalisasi sandang disabilitas perempuan pasar indonesia,-2,0
